"Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zona","TipoProteccion","ANP","BuzoMonitor","HoraInicial","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Sexo","Talla","ClaseTalla","Abundancia","RC"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","15:20",6,7.6,27,12,NA,4,"Muraena","lentiginosa","Muraena lentiginosa",NA,33,NA,17,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","15:20",6,7.6,27,12,NA,4,"Muraena","lentiginosa","Muraena lentiginosa",NA,34,NA,14,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","15:20",6,7.6,27,12,NA,4,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,28,NA,12,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","15:20",6,7.6,27,12,NA,4,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,29,NA,15,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","15:20",6,7.6,27,12,NA,4,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,32,NA,15,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","15:20",6,7.6,27,12,NA,4,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,33,NA,11,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,36,NA,5,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,38,NA,13,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Epinephelus","guttatus","Epinephelus guttatus",NA,35,NA,7,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Epinephelus","guttatus","Epinephelus guttatus",NA,39,NA,12,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Epinephelus","guttatus","Epinephelus guttatus",NA,40,NA,13,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Epinephelus","guttatus","Epinephelus guttatus",NA,42,NA,11,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Epinephelus","guttatus","Epinephelus guttatus",NA,48,NA,7,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,30,NA,30,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,40,NA,11,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Mugil","curema","Mugil curema",NA,32,NA,12,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Mugil","curema","Mugil curema",NA,40,NA,11,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Mugil","curema","Mugil curema",NA,46,NA,18,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,28,NA,16,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,35,NA,14,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,41,NA,14,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,45,NA,18,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,50,NA,11,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,52,NA,14,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,58,NA,12,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Sparisoma","viride","Sparisoma viride",NA,27,NA,18,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Sparisoma","viride","Sparisoma viride",NA,28,NA,7,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Sparisoma","viride","Sparisoma viride",NA,32,NA,32,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,26,NA,25,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,29,NA,17,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,32,NA,15,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Catalina Milagros","12:15",25,24.9,25,11,NA,12,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,35,NA,17,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diego Undurraga","8:40",15,14.1,26,9,NA,3,"Sparisoma","viride","Sparisoma viride",NA,39,NA,11,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,36,NA,11,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,39,NA,12,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,46,NA,14,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,51,NA,14,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,30,NA,7,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,34,NA,8,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,36,NA,7,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,48,NA,12,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Mugil","curema","Mugil curema",NA,40,NA,12,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Mugil","curema","Mugil curema",NA,42,NA,13,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Mugil","curema","Mugil curema",NA,46,NA,11,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Mugil","curema","Mugil curema",NA,47,NA,12,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Mugil","curema","Mugil curema",NA,53,NA,9,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Muraena","lentiginosa","Muraena lentiginosa",NA,28,NA,26,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Muraena","lentiginosa","Muraena lentiginosa",NA,31,NA,10,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Muraena","lentiginosa","Muraena lentiginosa",NA,34,NA,11,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,31,NA,8,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,39,NA,15,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,41,NA,6,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,44,NA,15,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,31,NA,16,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,40,NA,10,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,47,NA,16,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,52,NA,9,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,48,NA,13,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,50,NA,9,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,59,NA,10,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,61,NA,9,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Sparisoma","viride","Sparisoma viride",NA,26,NA,10,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Sparisoma","viride","Sparisoma viride",NA,27,NA,14,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Sparisoma","viride","Sparisoma viride",NA,31,NA,25,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Sparisoma","viride","Sparisoma viride",NA,34,NA,14,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,12,NA,32,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,14,NA,18,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,7,NA,10,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,15,NA,15,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","8:40",6,8,25,9,NA,11,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,38,NA,17,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","8:40",6,8,25,9,NA,11,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,40,NA,15,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","8:40",6,8,25,9,NA,11,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,53,NA,7,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","8:40",6,8,25,9,NA,11,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,13,NA,13,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","8:40",6,8,25,9,NA,11,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,14,NA,13,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,10.9,25,3,NA,6,"Epinephelus","guttatus","Epinephelus guttatus",NA,41,NA,10,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,10.9,25,3,NA,6,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,29,NA,12,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,10.9,25,3,NA,6,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,31,NA,11,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,10.9,25,3,NA,6,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,40,NA,10,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,10.9,25,3,NA,6,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,42,NA,14,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","10:20",8,10.8,25,7,NA,2,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,31,NA,5,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","10:20",8,10.8,25,7,NA,2,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,32,NA,4,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","10:20",8,10.8,25,7,NA,2,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,35,NA,13,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","10:20",8,10.8,25,7,NA,2,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,37,NA,7,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","10:20",8,10.8,25,7,NA,2,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,38,NA,13,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","10:20",8,10.8,25,7,NA,2,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,43,NA,16,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","10:20",8,10.8,25,7,NA,2,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,49,NA,10,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","10:20",8,10.8,25,7,NA,2,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,55,NA,13,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","10:20",8,10.8,25,7,NA,2,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,58,NA,9,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","10:20",8,10.8,25,7,NA,2,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,63,NA,14,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,28,NA,11,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,31,NA,14,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,37,NA,14,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,41,NA,10,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,43,NA,10,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Mugil","curema","Mugil curema",NA,38,NA,7,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Mugil","curema","Mugil curema",NA,43,NA,8,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,35,NA,9,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,43,NA,6,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Scarus","coeruleus","Scarus coeruleus",NA,53,NA,11,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Scarus","coeruleus","Scarus coeruleus",NA,60,NA,7,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Scarus","coeruleus","Scarus coeruleus",NA,68,NA,25,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Scarus","coeruleus","Scarus coeruleus",NA,79,NA,16,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,10,NA,14,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,14,NA,22,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","13:40",11,10.7,25,3,NA,4,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,15,NA,26,"Las cruces - Calencho"
1,4,2017,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Caio Faro","12:15",27,27.9,26,8,NA,11,"Haemulon","sciurus","Haemulon sciurus",NA,20,NA,14,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Caio Faro","12:15",27,27.9,26,8,NA,11,"Haemulon","sciurus","Haemulon sciurus",NA,22,NA,25,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Caio Faro","12:15",27,27.9,26,8,NA,11,"Haemulon","sciurus","Haemulon sciurus",NA,23,NA,11,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Caio Faro","12:15",27,27.9,26,8,NA,11,"Haemulon","sciurus","Haemulon sciurus",NA,24,NA,13,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Caio Faro","12:15",27,27.9,26,8,NA,11,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,32,NA,13,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Caio Faro","12:15",27,27.9,26,8,NA,11,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,53,NA,13,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Caio Faro","12:15",27,27.9,26,8,NA,11,"Mugil","curema","Mugil curema",NA,41,NA,12,"Cerro prieto - Popotla"
1,4,2017,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Caio Faro","12:15",27,27.9,26,8,NA,11,"Mugil","curema","Mugil curema",NA,42,NA,13,"Cerro prieto - Popotla"
