"Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zona","TipoProteccion","ANP","BuzoMonitor","HoraInicial","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Sexo","Talla","ClaseTalla","Abundancia","RC"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Epinephelus","guttatus","Epinephelus guttatus",NA,33,NA,14,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Epinephelus","guttatus","Epinephelus guttatus",NA,37,NA,16,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Epinephelus","guttatus","Epinephelus guttatus",NA,44,NA,8,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Epinephelus","guttatus","Epinephelus guttatus",NA,48,NA,9,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,37,NA,18,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,38,NA,10,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Mugil","curema","Mugil curema",NA,42,NA,11,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Mugil","curema","Mugil curema",NA,44,NA,1,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Mugil","curema","Mugil curema",NA,45,NA,12,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Mugil","curema","Mugil curema",NA,48,NA,12,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Muraena","lentiginosa","Muraena lentiginosa",NA,22,NA,18,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Muraena","lentiginosa","Muraena lentiginosa",NA,29,NA,7,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Muraena","lentiginosa","Muraena lentiginosa",NA,34,NA,11,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Muraena","lentiginosa","Muraena lentiginosa",NA,36,NA,6,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Muraena","lentiginosa","Muraena lentiginosa",NA,37,NA,18,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Scarus","coeruleus","Scarus coeruleus",NA,43,NA,8,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Scarus","coeruleus","Scarus coeruleus",NA,49,NA,7,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Scarus","coeruleus","Scarus coeruleus",NA,73,NA,10,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,9,NA,9,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,12,NA,7,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,15,NA,18,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",23,22.1,26,10,NA,6,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,37,NA,17,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",5,5.3,27,4,NA,9,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,41,NA,12,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",5,5.3,27,4,NA,9,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,42,NA,10,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",5,5.3,27,4,NA,9,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,56,NA,7,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",5,5.3,27,4,NA,9,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,57,NA,14,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",5,5.3,27,4,NA,9,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,11,NA,10,"Reserva - Control"
1,4,2013,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",5,5.3,27,4,NA,9,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,13,NA,10,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","12:15",19,18.2,27,10,NA,3,"Muraena","lentiginosa","Muraena lentiginosa",NA,26,NA,13,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","12:15",19,18.2,27,10,NA,3,"Muraena","lentiginosa","Muraena lentiginosa",NA,28,NA,8,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","12:15",19,18.2,27,10,NA,3,"Muraena","lentiginosa","Muraena lentiginosa",NA,29,NA,19,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","12:15",19,18.2,27,10,NA,3,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,44,NA,12,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","12:15",19,18.2,27,10,NA,3,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,53,NA,13,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","12:15",19,18.2,27,10,NA,3,"Scarus","coeruleus","Scarus coeruleus",NA,38,NA,11,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","12:15",19,18.2,27,10,NA,3,"Scarus","coeruleus","Scarus coeruleus",NA,55,NA,17,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","12:15",19,18.2,27,10,NA,3,"Scarus","coeruleus","Scarus coeruleus",NA,71,NA,15,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,34,NA,16,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Haemulon","sciurus","Haemulon sciurus",NA,18,NA,17,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Haemulon","sciurus","Haemulon sciurus",NA,22,NA,11,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Haemulon","sciurus","Haemulon sciurus",NA,24,NA,14,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Haemulon","sciurus","Haemulon sciurus",NA,26,NA,13,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,39,NA,21,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,46,NA,13,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Mugil","curema","Mugil curema",NA,42,NA,14,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Mugil","curema","Mugil curema",NA,43,NA,22,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Mugil","curema","Mugil curema",NA,46,NA,8,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Mugil","curema","Mugil curema",NA,52,NA,12,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,43,NA,10,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Sparisoma","viride","Sparisoma viride",NA,28,NA,10,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Sparisoma","viride","Sparisoma viride",NA,30,NA,8,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Sparisoma","viride","Sparisoma viride",NA,33,NA,15,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Sparisoma","viride","Sparisoma viride",NA,37,NA,14,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,13,NA,7,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,27,NA,15,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,29,NA,15,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","14:45",23,22.5,26,4,NA,12,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,33,NA,15,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,35,NA,17,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Epinephelus","guttatus","Epinephelus guttatus",NA,48,NA,15,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Haemulon","sciurus","Haemulon sciurus",NA,20,NA,9,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Haemulon","sciurus","Haemulon sciurus",NA,24,NA,20,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Haemulon","sciurus","Haemulon sciurus",NA,26,NA,14,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Haemulon","sciurus","Haemulon sciurus",NA,27,NA,16,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,29,NA,15,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,33,NA,11,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,35,NA,13,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Muraena","lentiginosa","Muraena lentiginosa",NA,21,NA,16,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Muraena","lentiginosa","Muraena lentiginosa",NA,31,NA,17,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Scarus","coeruleus","Scarus coeruleus",NA,58,NA,10,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Scarus","coeruleus","Scarus coeruleus",NA,59,NA,13,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,29,NA,22,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Denise Garcia","12:15",7,6.7,25,5,NA,5,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,41,NA,10,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","15:20",5,5.6,27,6,NA,8,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,10,NA,10,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","15:20",5,5.6,27,6,NA,8,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,29,NA,24,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","15:20",5,5.6,27,6,NA,8,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,31,NA,18,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","15:20",5,5.6,27,6,NA,8,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,35,NA,15,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,33,NA,12,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,34,NA,8,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,37,NA,16,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,43,NA,12,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,48,NA,11,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,49,NA,14,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,40,NA,12,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,43,NA,14,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,46,NA,15,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,54,NA,13,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,56,NA,20,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,39,NA,27,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,43,NA,11,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,45,NA,15,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,47,NA,11,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,10,NA,14,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,11,NA,9,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,13,NA,32,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,28,NA,12,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,33,NA,11,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","8:40",16,14.8,27,8,NA,9,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,34,NA,11,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","14:45",20,18.7,26,3,NA,10,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,49,NA,13,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","14:45",20,18.7,26,3,NA,10,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,27,NA,12,"Reserva - Control"
1,4,2014,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","14:45",20,18.7,26,3,NA,10,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,28,NA,13,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,5,NA,-8.8,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,18,NA,-3.2,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,20,NA,-7.2,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,25,NA,-4.4,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,30,NA,-4,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,26,NA,-4.4,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Sparisoma","viride","Sparisoma viride",NA,14,NA,-4,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Sparisoma","viride","Sparisoma viride",NA,23,NA,-6.4,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Sparisoma","viride","Sparisoma viride",NA,25,NA,-4,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Sparisoma","viride","Sparisoma viride",NA,31,NA,-4,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,-3,NA,-5.6,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","12:15",13,12.5,26,3,NA,10,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,0,NA,-4.8,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diana Flores","15:20",10,11.6,27,9,NA,9,"Scarus","coeruleus","Scarus coeruleus",NA,33,NA,-4,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diana Flores","15:20",10,11.6,27,9,NA,9,"Scarus","coeruleus","Scarus coeruleus",NA,40,NA,-8.4,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diana Flores","15:20",10,11.6,27,9,NA,9,"Scarus","coeruleus","Scarus coeruleus",NA,45,NA,-4.8,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diana Flores","15:20",10,11.6,27,9,NA,9,"Scarus","coeruleus","Scarus coeruleus",NA,47,NA,-5.6,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Diana Flores","15:20",10,11.6,27,9,NA,9,"Scarus","coeruleus","Scarus coeruleus",NA,55,NA,-4.8,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","10:20",21,19.8,26,12,NA,1,"Mugil","curema","Mugil curema",NA,19,NA,-1.6,"Reserva - Control"
1,4,2014,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","10:20",21,19.8,26,12,NA,1,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,30,NA,-5.6,"Reserva - Control"
1,4,2014,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","10:20",15,15.1,27,3,NA,8,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,37,NA,31.2,"Reserva - Control"
1,4,2014,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","10:20",15,15.1,27,3,NA,8,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,43,NA,36,"Reserva - Control"
